SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.37115051299999996,37.0,0,0.890739507,1500.0,4,0,2,0,0
0,0.083446488,32.0,0,0.855257897,2500.0,6,0,1,0,1
0,0.9999998999999999,74.0,0,0.0,3000.0,0,0,0,0,0
0,0.5099111820000001,36.0,0,0.08398184199999999,3083.0,4,1,0,0,0
0,0.044857623,61.0,0,0.105444728,6666.0,23,0,0,0,1
0,0.9999998999999999,42.0,0,0.41798777299999995,9650.0,13,0,4,0,0
0,0.23301369600000002,59.0,0,0.524781961,4700.0,9,0,1,0,1
0,0.091986601,42.0,0,0.355755028,8800.0,8,0,2,0,1
0,0.019466018,63.0,0,0.20397717699999998,11917.0,4,0,2,0,1
0,0.025312061,58.0,0,0.011506556000000001,3736.0,7,0,0,0,0
0,0.6733653559999999,36.0,0,0.644745612,4500.0,12,2,1,0,2
0,0.733248245,50.0,0,0.2139765,3233.0,8,0,0,0,0
0,0.9999998999999999,38.0,0,0.19586942,1500.0,1,1,0,0,0
0,0.8547625659999999,51.0,1,0.120725285,15000.0,4,0,0,0,2
0,0.171481016,59.0,0,0.379169985,11300.0,10,0,2,0,2
0,0.0,62.0,0,1.060524183,3700.0,14,0,2,0,2
0,0.9999998999999999,37.0,0,0.268503512,1850.0,2,0,0,0,0
0,0.9999998999999999,39.0,0,0.016431621,7728.0,1,0,0,0,2
0,0.509445446,62.0,0,0.622845151,13341.0,11,0,2,0,0
0,0.353315551,34.0,0,0.6547465,8500.0,9,0,4,0,2
0,0.435243558,56.0,0,0.384765055,20557.0,21,0,3,0,2
0,0.012674893000000001,72.0,0,0.00269973,10000.0,5,0,0,0,0
0,0.000190349,72.0,0,0.287713841,4500.0,11,1,2,0,0
1,0.562205399,47.0,0,0.41784568899999996,5300.0,6,0,1,0,3
0,0.008792914,31.0,0,0.16569061599999999,7000.0,11,0,1,0,4
0,0.116254314,42.0,0,0.33196614,11458.0,6,0,2,0,1
0,0.453059825,47.0,0,0.173019173,4328.0,7,0,0,0,1
0,0.0,35.0,0,0.0,1723.0,2,0,0,0,0
0,0.846420477,45.0,0,0.10347563900000001,6300.0,3,0,0,0,2
0,0.6262670539999999,57.0,0,0.28828528600000003,6000.0,9,0,2,0,1
0,0.087896137,24.0,0,0.035714286,867.0,5,0,0,0,0
1,0.72204872,37.0,4,0.2357707510000001,5059.0,9,1,0,1,3
0,0.0,34.0,0,0.0,833.0,5,0,0,0,0
0,0.062513871,36.0,0,0.163665729,0.0,7,0,2,0,1
0,0.053067135999999994,39.0,1,0.795585839,6750.0,7,0,2,0,2
0,0.9999998999999999,70.0,0,0.322079755,8500.0,5,0,1,0,1
0,0.778083717,61.0,0,0.390075299,8100.0,11,0,0,0,0
0,0.005969286,74.0,0,0.09972973,3699.0,11,0,0,0,0
0,0.280621413,43.0,0,0.35572327,3974.0,9,0,0,0,2
0,0.118345191,50.0,0,2.479503517,0.0,16,0,1,0,1
0,0.039780007,70.0,0,0.010362694,3666.0,10,0,0,0,0
0,0.957176901,46.0,0,0.37397218600000004,9850.0,10,0,2,0,0
0,0.364115569,70.0,0,0.27992937,8494.0,10,0,1,0,0
0,0.9999998999999999,37.0,0,0.24038954399999998,1950.0,3,1,0,0,1
0,0.167284875,71.0,0,0.27944701899999996,12513.0,9,0,2,0,0
0,0.12228071,43.0,0,0.20410611899999997,7500.0,10,0,0,0,2
0,0.462236579,44.0,1,0.190638298,8224.0,8,1,2,1,2
0,0.027285728999999998,69.0,0,0.049964311,1400.0,13,0,0,0,1
0,0.8712857209999999,53.0,0,0.600255292,9400.0,14,0,3,0,1
0,0.47538980000000003,45.0,0,0.36238647799999996,7927.0,7,0,2,0,2
0,0.438065438,37.0,0,0.054702495,4167.0,10,0,0,0,0
0,0.9751183790000001,50.0,0,0.794688657,15400.0,13,0,3,0,0
1,0.725958696,67.0,0,0.479046243,2767.0,6,0,0,0,1
0,0.046609643,64.0,0,0.238055498,9585.0,8,0,2,0,0
0,0.37780961799999996,41.0,0,0.375770705,6000.0,12,0,1,0,2
0,0.009361333000000001,63.0,0,0.003230272,6500.0,14,0,0,0,0
1,0.262340081,53.0,4,0.589978829,2833.0,16,0,1,0,0
0,0.034314481,62.0,0,0.380943706,16466.0,11,0,3,0,0
0,0.216810084,63.0,0,0.30940967,7300.0,11,0,1,0,0
0,0.54910696,33.0,0,0.6980519479999999,4927.0,11,0,1,0,1
0,0.021970801,85.0,0,0.004998913,4600.0,3,0,0,0,1
0,0.00564336,69.0,0,0.315536893,5000.0,9,0,1,0,1
0,0.871935391,51.0,0,0.37860781,8834.0,14,0,2,0,0
0,0.8345538220000001,76.0,1,0.493563044,5281.0,8,0,0,1,0
0,0.14586768,49.0,0,0.268146371,5000.0,4,0,2,0,0
0,0.590681864,37.0,0,2.10385369,1530.0,6,0,1,0,0
0,0.0,58.0,0,0.322264609,11533.0,10,0,2,0,2
0,0.08161487099999999,49.0,0,0.172797585,5300.0,5,0,1,0,1
0,0.19106088100000002,54.0,0,0.646570286,3250.0,11,0,2,0,0
0,0.40354328,44.0,0,0.335626575,25000.0,12,0,1,0,2
0,0.036210368,53.0,0,670.0,1.0,6,0,1,0,0
0,0.033977525,58.0,0,0.24981198300000002,7977.0,10,0,1,0,1
0,0.013099345,58.0,0,0.26255476899999997,8900.0,9,0,1,0,1
0,0.9999998999999999,45.0,0,0.269949066,2355.0,4,0,0,0,3
0,0.754211388,37.0,0,0.541230681,10416.0,10,0,1,0,4
0,0.010639545,57.0,1,0.504540541,9249.0,15,0,4,0,0
0,0.997200373,64.0,0,0.039922657,17583.0,3,0,0,0,0
0,0.9999998999999999,44.0,0,0.117095508,4585.0,1,0,0,0,1
0,0.010745432,52.0,0,0.133146671,40000.0,19,0,2,0,3
0,0.013236494,48.0,0,0.077695716,6769.0,5,0,0,0,1
1,0.0,46.0,0,0.37560864299999996,13143.0,7,0,3,0,2
0,0.5074985,24.0,0,0.264771213,2250.0,3,0,0,0,0
0,0.056945292,26.0,0,0.161723657,5731.0,7,0,0,0,0
1,0.070404172,64.0,1,0.40870501,8362.0,8,0,2,0,1
0,0.037792249,64.0,0,0.5626874629999999,5000.0,6,0,2,0,0
0,0.623825078,53.0,0,0.391617341,6250.0,6,0,2,0,2
0,0.0,71.0,0,0.136444182,8464.0,3,0,1,0,0
0,0.084159933,65.0,0,0.6322163239999999,6027.0,7,0,2,0,0
0,1.6e-05,80.0,0,0.716395305,2640.0,14,0,1,0,0
0,0.068183982,32.0,0,0.160964666,5348.0,11,0,1,0,0
0,0.023074387000000002,30.0,0,0.11325429099999999,5650.0,8,0,0,0,0
0,0.28643737199999997,49.0,0,1.288742252,5000.0,15,0,2,0,0
0,0.604822644,59.0,0,0.595771594,5533.0,13,0,1,0,1
0,0.024078624,27.0,0,0.242504997,1500.0,14,0,0,0,0
0,0.051768234,52.0,0,0.22609325600000002,15183.0,16,0,1,0,2
1,0.061110066,46.0,1,0.182675045,4455.0,7,0,0,0,0
0,0.076584683,55.0,0,0.0020545389999999998,5353.0,2,0,0,0,0
0,0.317715568,70.0,0,0.328489535,7500.0,17,0,2,0,1
0,0.32376538,81.0,0,0.002980483,10400.0,4,0,0,0,0
0,0.602399923,43.0,0,0.543014996,3800.0,5,0,1,0,2
0,0.6292065689999999,59.0,0,0.5367438760000001,6000.0,9,0,2,0,0
0,0.9999998999999999,56.0,0,0.7558408759999999,4750.0,8,0,4,0,3
1,0.9999998999999999,36.0,3,0.664913204,1900.0,2,1,0,1,2
1,0.118794604,59.0,0,1.3830040469999998,4200.0,24,0,2,0,0
0,0.0,35.0,4,0.329280156,6167.0,8,0,2,0,1
0,0.000666622,62.0,0,0.492706645,1850.0,4,0,1,0,0
0,0.902216488,47.0,0,0.365090701,7000.0,4,0,1,0,0
0,0.7263427109999999,35.0,0,0.263186813,5459.0,10,0,0,1,3
0,0.0,46.0,0,0.276541516,10200.0,9,0,3,0,2
1,0.9999998999999999,42.0,0,0.0,5000.0,0,0,0,0,2
0,0.646329092,58.0,0,0.234326824,11675.0,6,0,1,0,2
0,0.000693809,61.0,0,0.7112408020000001,3940.0,13,0,2,0,1
1,0.9999998999999999,33.0,1,0.266589729,1732.0,2,0,0,0,0
1,0.01201839,66.0,0,0.025987006,2000.0,14,0,0,0,0
0,0.783814412,61.0,0,0.269473053,10000.0,4,0,1,0,0
0,0.92769077,32.0,0,0.372712146,600.0,3,0,0,0,0
0,0.40050663299999995,58.0,0,0.178821179,1000.0,3,0,0,0,0
0,0.16225585,40.0,0,815.0,1.0,7,0,1,0,3
0,0.0,67.0,0,0.000666519,4500.0,6,0,0,0,0
0,0.106485703,45.0,0,0.17744228199999998,20400.0,10,0,3,0,2
0,0.050984456,71.0,0,0.217397515,7000.0,10,0,2,0,0
0,0.378417867,60.0,0,0.5422808379999999,3866.0,9,0,2,0,0
0,0.064647345,65.0,0,0.393034826,200.0,4,0,0,0,0
1,0.10831831300000001,40.0,0,0.195698273,3300.0,12,0,0,0,1
0,0.09721862199999999,45.0,0,0.9501466279999999,3750.0,5,0,1,0,2
0,0.0,43.0,0,0.352607899,6000.0,10,0,1,0,3
0,0.9999998999999999,89.0,0,0.0,6000.0,2,0,0,0,0
0,0.89679084,29.0,2,0.071428571,2323.0,2,0,0,1,0
0,0.345165801,63.0,0,0.475209418,4416.0,19,0,2,0,0
0,1.047028328,53.0,1,0.427545416,2366.0,8,0,0,1,1
0,0.05644375400000001,87.0,0,0.573054445,3250.0,11,0,2,0,0
0,0.163231408,47.0,0,0.21607109800000002,5400.0,16,0,0,0,2
0,0.021766099,82.0,0,0.186160441,3265.0,5,0,0,0,0
0,0.08410321800000001,33.0,0,0.031992002,4000.0,5,0,0,0,0
0,0.795204795,51.0,1,0.155813953,1289.0,3,0,0,0,0
0,0.385354973,61.0,0,0.290856571,9000.0,10,0,1,0,0
0,0.0,28.0,1,0.081024202,2850.0,4,0,0,0,0
0,0.043912362,56.0,0,0.006461041,13000.0,5,1,0,0,2
0,0.670762445,33.0,0,0.09572606800000001,4000.0,2,0,0,0,3
0,0.23548555399999999,37.0,0,0.403412878,7500.0,20,0,1,0,1
0,0.135407875,65.0,0,0.594468172,9833.0,7,0,2,0,0
0,0.699095468,66.0,1,0.5123688160000001,8003.0,16,0,1,0,0
0,0.775293873,65.0,0,0.5971062229999999,8500.0,10,0,2,0,2
0,0.473378698,60.0,0,0.5961210570000001,4691.0,7,0,2,0,0
0,0.012178706000000001,81.0,0,0.16195951,4000.0,5,0,2,0,0
0,0.11211435,56.0,0,0.249194534,9000.0,7,0,1,0,0
0,0.5862068970000001,33.0,0,0.048975512,2000.0,2,0,0,0,1
0,0.4032713120000001,39.0,0,0.155989619,7320.0,9,0,0,0,2
0,0.924014473,29.0,0,0.8479690520000001,2584.0,2,0,1,0,0
0,0.032217946000000004,63.0,0,0.018119338000000002,3200.0,6,0,0,0,0
0,1.003951623,41.0,1,0.197740113,2300.0,4,0,0,0,2
0,0.245835236,54.0,1,0.471013445,6916.0,16,0,2,0,0
0,0.0,27.0,0,0.13754498199999998,2500.0,5,0,0,0,0
0,0.9999998999999999,92.0,1,0.37592949600000003,3630.0,6,0,0,0,0
0,0.12332511199999999,52.0,0,0.252872096,7833.0,4,0,1,0,0
0,0.010166328,48.0,0,0.022205773999999998,1350.0,4,0,0,0,0
0,0.046867609000000005,36.0,0,0.272411548,9213.0,11,0,1,0,1
0,0.333727883,52.0,0,0.33473804100000004,8779.0,8,0,1,0,1
0,0.840404495,67.0,0,0.228289195,16500.0,19,0,0,0,0
0,0.10728899900000001,72.0,0,0.299378546,3700.0,19,0,1,0,0
0,0.098890111,76.0,0,0.0035119409999999998,9965.0,5,0,0,0,0
0,0.03339944,79.0,0,0.456550721,8250.0,18,0,1,1,1
0,0.070110701,56.0,0,0.41028571399999997,5249.0,8,0,1,0,0
0,0.09735366599999999,65.0,0,0.201260912,2061.0,8,0,1,0,0
0,0.8797212179999999,41.0,0,0.9563702470000001,6600.0,16,0,2,0,2
0,0.240738328,49.0,0,0.31137509,8333.0,7,0,2,0,2
0,1.002135521,52.0,0,0.503748126,2000.0,4,0,0,0,0
0,0.59045152,54.0,1,1267.0,0.0,7,0,1,0,1
0,0.10340959,69.0,0,0.16404406,5083.0,8,0,1,0,0
0,1.040321603,41.0,1,0.693367162,8276.0,12,0,2,0,1
0,0.00050238,38.0,0,0.173270089,3583.0,10,0,0,0,0
0,0.45679657,70.0,0,2.479503517,0.0,10,0,1,0,0
0,0.590137342,62.0,0,0.6951463370000001,5500.0,16,0,1,0,0
0,0.154055938,49.0,0,0.238313474,12000.0,7,0,2,0,3
0,0.840428822,24.0,2,0.16211567400000002,4650.0,6,0,0,0,0
0,0.973253343,44.0,1,0.8779559659999999,3678.0,6,1,2,0,4
0,0.962833467,35.0,0,0.709556527,1600.0,6,0,0,0,0
0,0.021499427999999998,78.0,0,0.052486878,4000.0,17,0,0,0,0
0,0.0,60.0,0,0.153824961,10888.0,7,0,1,0,0
0,0.153048767,62.0,0,0.319921277,4572.0,12,0,1,0,0
0,0.021365294,69.0,0,0.229230875,14600.0,22,0,1,0,0
0,0.187400467,70.0,0,0.030193961000000002,5000.0,5,0,0,0,0
0,0.403088139,50.0,0,0.530891485,9500.0,8,0,2,0,1
0,0.11271975199999999,24.0,0,0.548725637,2000.0,6,0,1,0,1
0,0.03856009,40.0,4,0.162117452,1208.0,8,0,1,0,3
0,0.676264747,26.0,0,0.06691548900000001,3750.0,4,0,0,0,0
0,0.6397547929999999,66.0,0,0.22147399899999998,5345.0,6,0,0,0,3
0,0.232551249,73.0,0,0.156886085,8400.0,12,0,3,0,1
0,0.920776102,64.0,1,0.720086083,6969.0,16,0,1,0,2
0,0.046567122999999995,31.0,0,0.058109747999999996,7416.0,4,0,0,0,0
0,0.182053288,61.0,0,0.46595520799999995,6652.0,15,0,2,0,0
0,0.06554826700000001,82.0,0,0.024195161,5000.0,10,0,0,0,0
0,0.786790593,33.0,1,0.12231331699999999,4512.0,3,0,0,0,1
0,0.237172484,44.0,0,0.48411454600000003,7018.0,8,0,2,0,2
0,0.23710751100000002,77.0,0,0.33839444399999996,6190.0,4,0,2,0,1
0,0.022646007000000003,47.0,0,0.231442139,4000.0,6,0,0,0,4
0,0.41811006700000003,35.0,0,0.813103738,2380.0,13,0,2,0,2
0,0.53540556,53.0,1,0.458885279,4000.0,12,0,3,0,4
0,0.10857939999999999,26.0,0,0.049808429,260.0,2,0,0,0,0
0,0.26812776,43.0,0,0.166816082,14500.0,9,0,1,0,3
0,0.9999998999999999,71.0,0,0.11544227900000001,2000.0,1,0,0,0,0
0,0.002216381,44.0,0,0.181853133,2600.0,8,0,0,0,0
0,0.076102747,60.0,0,0.521707406,2740.0,12,0,1,0,0
0,0.011257643000000001,53.0,0,0.11367959,6834.0,8,0,1,0,0
0,0.252627985,46.0,0,0.14116599900000001,11234.0,6,0,2,0,2
0,0.152861571,40.0,0,0.4271145770000001,5000.0,9,0,2,0,0
0,0.654260638,28.0,0,0.32033983,2000.0,3,0,0,0,0
0,0.932665355,50.0,0,0.609535681,6417.0,13,0,1,0,0
1,0.9999998999999999,43.0,1,0.091152815,1864.0,1,0,0,0,0
0,0.9999998999999999,27.0,1,0.176307847,3975.0,1,0,0,0,1
0,0.5340364329999999,26.0,0,0.055080722,2105.0,2,0,0,0,0
0,0.016687473,50.0,0,0.064738524,5946.0,5,0,0,0,3
0,0.141833704,45.0,0,0.514693097,5750.0,14,0,2,0,2
0,0.419715024,42.0,0,0.48421654,7000.0,9,0,2,0,0
1,0.38978226299999996,66.0,0,0.294020754,6070.0,16,0,2,0,4
0,0.020595571,44.0,0,0.036546185,9959.0,7,0,0,0,1
0,0.28978744100000003,45.0,0,0.719830628,2833.0,8,0,2,0,1
0,0.231863126,43.0,0,0.453853296,5384.0,9,0,2,0,0
0,0.139612399,57.0,1,0.055358307,13800.0,10,0,0,0,0
1,0.34163974799999997,22.0,0,0.074423771,3600.0,5,0,0,1,0
0,0.09964974,62.0,0,0.237569823,14500.0,10,0,1,0,2
1,0.629945694,49.0,0,0.428707224,3155.0,9,1,2,2,0
0,0.005981709,50.0,0,0.581109572,16600.0,13,0,4,0,0
0,0.9285357320000001,37.0,0,0.299495286,10500.0,7,0,1,0,0
0,0.9921090579999999,53.0,0,0.626604925,4750.0,9,0,1,0,1
0,0.511385112,49.0,0,0.5324496470000001,5808.0,9,0,1,0,0
0,0.635790241,60.0,0,0.812591508,4097.0,8,0,2,0,0
0,0.357975415,53.0,0,0.511407808,5916.0,7,0,2,0,0
0,0.000670354,52.0,0,0.16019587300000002,2858.0,4,0,0,0,0
1,0.169381107,61.0,2,0.245039225,6500.0,14,0,1,0,0
1,0.8860302959999999,28.0,2,1.490848586,600.0,6,1,0,0,0
0,0.21259580100000008,26.0,0,0.27973856199999997,764.0,3,0,0,0,0
0,0.4356385370000001,42.0,0,0.8296194720000001,2916.0,11,0,1,0,2
0,0.116641399,67.0,0,0.292227703,7500.0,7,0,2,0,0
0,0.17014547800000002,44.0,0,1.075522098,4117.0,13,0,3,0,0
0,0.054507979000000005,55.0,0,0.235678078,14400.0,6,0,1,0,2
0,0.912844333,45.0,1,0.078870354,6833.0,3,0,0,0,0
0,0.34399119799999994,61.0,0,0.490409408,15900.0,9,0,4,0,1
0,0.04775618,48.0,0,0.011291461000000001,1416.0,2,0,0,0,2
0,0.032139489,66.0,0,0.174202866,9000.0,6,0,1,0,0
0,0.11351558699999999,56.0,0,0.346122544,8600.0,11,0,2,0,2
0,0.959969428,46.0,0,0.45503692,7583.0,8,0,1,0,3
0,0.047815692,48.0,0,0.305029995,6500.0,8,0,1,0,1
0,0.018396065,82.0,0,0.301399746,5500.0,9,0,1,0,0
0,0.05657237900000001,31.0,0,0.0001485,6733.0,2,0,0,0,0
0,0.002526183,53.0,0,0.516847516,1750.0,5,0,1,0,2
0,0.010653436,39.0,0,0.00252605,3166.0,2,0,0,0,0
0,0.00478687,52.0,0,0.183003597,2223.0,7,0,0,0,1
0,0.063621799,65.0,0,0.096724912,10472.0,14,0,1,0,0
0,0.415106625,45.0,0,0.309626074,7915.0,7,0,1,0,0
0,0.58369663,66.0,0,0.633099579,3564.0,8,0,3,0,2
0,0.10094375900000001,48.0,0,0.35655296200000003,2784.0,6,0,1,0,2
0,0.951699739,28.0,1,0.18596828399999998,4161.0,6,1,0,1,0
0,0.07101128599999999,71.0,0,0.043990224,4500.0,11,0,0,0,0
0,0.143265248,56.0,0,0.113349046,9333.0,8,0,1,0,0
0,0.312610708,54.0,0,0.23991448899999998,14500.0,10,0,2,0,0
0,0.033465179,35.0,0,0.76566249,3750.0,3,0,1,0,0
0,0.231714235,59.0,0,0.41715976299999996,6083.0,12,0,2,0,0
0,0.9999998999999999,31.0,1,0.098350825,3334.0,2,1,0,0,0
0,0.9540918159999999,39.0,0,0.143274197,4452.0,5,2,0,1,1
0,0.328303336,60.0,0,1.016531503,3205.0,12,0,2,0,0
0,0.081272518,54.0,1,0.32281553399999996,11947.0,11,0,2,0,2
0,0.00039996,39.0,0,0.560632283,8666.0,6,0,2,0,0
0,0.07815448700000001,43.0,0,0.013047188999999999,8200.0,5,0,0,0,0
0,0.9511227459999999,66.0,0,0.386707966,14850.0,12,0,3,0,0
0,0.9999998999999999,46.0,2,0.8906591690000001,3200.0,6,0,2,0,0
0,0.009890729000000001,80.0,0,0.00204499,7823.0,8,0,0,0,0
0,0.9999998999999999,41.0,0,0.277817455,7000.0,7,0,2,0,0
0,0.024624269,52.0,0,0.178268736,10500.0,9,0,1,0,0
0,0.0,67.0,0,0.0,3000.0,6,0,0,0,1
0,0.036392786,65.0,0,0.141607299,8000.0,7,0,1,0,0
0,0.882164926,60.0,0,0.426229508,2500.0,8,0,0,0,0
0,0.0028942620000000003,53.0,0,0.14777448099999999,5054.0,7,0,0,0,1
0,1.019993336,32.0,2,0.21334424100000002,11000.0,7,0,1,0,0
0,0.009495252,56.0,0,0.055031668,7104.0,2,0,0,0,1
0,0.09277808900000001,55.0,0,0.9366877709999999,3000.0,11,0,2,0,0
0,0.23958677899999997,31.0,0,0.376803314,7000.0,15,0,2,0,1
0,0.045977011,24.0,0,0.7740863790000001,300.0,2,0,0,0,0
0,0.41331948700000004,68.0,0,0.22765219,10660.0,17,0,1,1,1
0,0.004101957,71.0,0,0.452886778,4000.0,7,0,1,0,0
0,0.037065568,48.0,0,0.21302361399999997,18166.0,7,0,2,0,0
0,0.109897385,33.0,0,0.597600267,9000.0,14,0,3,0,0
0,0.063089475,60.0,0,0.286237939,18550.0,7,0,2,0,0
0,0.143043953,48.0,1,0.3990162470000001,6708.0,7,0,1,0,0
0,0.0,50.0,0,0.095587255,7500.0,7,0,0,0,2
0,0.92040398,39.0,0,0.6760370240000001,2916.0,6,0,2,0,2
0,0.9999998999999999,53.0,0,0.17969303399999995,4234.0,1,1,0,1,0
0,0.043134358,75.0,0,0.016701952,4250.0,10,0,0,0,1
0,0.440194976,36.0,0,0.696624644,2458.0,5,0,1,0,0
0,0.011874753,55.0,0,0.0056647780000000005,3000.0,6,0,0,0,0
0,0.0,22.0,0,0.0,864.0,2,0,0,0,0
0,0.9999998999999999,35.0,0,0.47205557299999995,3166.0,4,0,2,0,0
0,0.003847512,32.0,0,0.894274462,3300.0,10,0,2,0,1
0,0.21684705,63.0,0,0.054393939,6599.0,4,0,0,0,0
0,0.515927813,46.0,0,0.503808864,5775.0,6,0,2,0,0
0,0.0,27.0,1,0.678431373,764.0,4,0,0,0,0
0,0.326736087,28.0,0,0.078120117,16000.0,4,0,1,0,0
0,1.059742532,56.0,6,0.460605253,7500.0,6,0,3,2,0
0,0.665132519,47.0,4,0.324540463,8377.0,5,0,1,0,1
0,0.12824076,48.0,0,0.24835033,5000.0,8,0,1,0,2
0,0.651949219,50.0,0,0.353201307,5200.0,8,1,1,0,3
0,0.008304211,55.0,0,0.511393135,10400.0,7,0,2,0,1
0,0.9999998999999999,39.0,0,0.101529903,2875.0,1,1,0,0,3
1,0.9999998999999999,49.0,1,0.175075564,4300.0,2,1,0,0,3
0,0.41823270700000004,26.0,0,0.548279689,900.0,7,0,0,0,1
0,0.004894748,43.0,0,0.066447285,7900.0,7,0,0,0,4
0,0.059796489,44.0,0,0.535441658,3667.0,8,0,1,0,0
0,0.055367495,48.0,0,0.0038885290000000004,10800.0,7,0,0,0,0
0,0.011782553999999999,55.0,0,0.5307716339999999,3200.0,21,0,1,0,0
0,0.6348780070000001,50.0,0,0.34460452799999997,3400.0,6,0,2,0,2
0,0.314503254,43.0,0,0.30212688600000004,5500.0,7,0,1,0,3
0,0.9999998999999999,27.0,5,0.022485946,1600.0,6,2,0,0,0
0,0.266191955,74.0,0,0.16973618699999998,2008.0,7,0,0,0,1
0,0.412621445,31.0,0,0.371222865,9166.0,11,0,1,0,0
0,0.00524919,78.0,0,49.0,0.0,9,0,0,0,0
0,0.27524929,30.0,0,0.17496023600000002,4400.0,9,0,0,0,0
0,0.934430498,44.0,0,0.963138637,7378.0,16,0,3,0,0
0,0.063879558,46.0,0,0.560487902,5000.0,13,0,1,0,0
0,0.049701002,29.0,0,1.151061174,800.0,6,0,1,0,0
0,0.944615553,57.0,1,0.722842788,20500.0,14,0,2,0,0
0,0.08407368900000001,67.0,0,0.18413550199999998,5962.0,10,0,1,0,0
0,0.7487567140000001,52.0,0,0.952793076,5083.0,7,0,2,0,0
0,0.303075081,55.0,0,0.25774548399999997,9908.0,10,0,1,0,2
0,0.843026162,52.0,0,0.6487859970000001,7083.0,7,0,3,0,0
0,0.8861493009999999,45.0,0,0.666987025,2080.0,4,0,1,0,1
0,0.202308691,63.0,0,0.470355731,5059.0,8,0,2,0,0
0,0.008749453,41.0,0,0.152999535,6450.0,6,0,1,0,0
0,0.100113459,72.0,0,0.055195584000000006,4166.0,9,0,0,0,0
0,0.082304889,59.0,0,0.392247347,6500.0,13,0,1,0,0
0,0.00054943,59.0,0,0.0,2236.0,4,0,0,0,0
0,0.135041124,57.0,0,0.014170618999999999,17500.0,6,0,0,0,0
0,0.0,40.0,0,0.13130914800000001,2535.0,2,0,0,0,2
0,0.69589,51.0,2,0.185049093,16600.0,10,0,2,0,0
0,0.8865313090000001,36.0,0,1.112672251,3700.0,8,0,4,0,1
0,0.966288122,42.0,3,0.456970175,7610.0,7,0,0,0,4
0,0.671204173,67.0,0,0.686575875,5139.0,13,0,1,0,1
0,0.035527292,39.0,0,0.251623974,8158.0,11,0,1,0,2
0,0.117796073,48.0,0,0.734281271,4500.0,8,0,1,0,3
0,0.16585898699999999,50.0,0,0.103452339,8486.0,9,0,0,0,0
0,0.96920308,42.0,1,0.254124705,9333.0,6,0,1,0,0
0,0.363555377,31.0,0,0.087628866,5625.0,5,0,0,0,0
0,0.402661699,48.0,0,0.667077429,4868.0,8,0,2,0,0
0,0.762088975,40.0,0,6.605191894,0.0,7,0,1,0,2
0,0.0,50.0,0,0.20571582600000002,3708.0,10,0,2,0,1
0,0.24110876899999997,58.0,0,0.365245374,8700.0,21,0,2,0,1
0,0.18817584199999998,37.0,0,0.12696377,6237.0,12,0,0,0,3
0,0.0036335029999999997,63.0,0,0.098911968,5054.0,14,0,1,0,1
0,0.063191371,64.0,0,0.136786321,10000.0,10,0,1,0,0
0,0.0,52.0,0,0.313174946,4166.0,3,0,1,0,0
0,0.238352802,40.0,0,0.32700698100000003,4583.0,3,0,2,0,4
0,0.857555143,27.0,0,0.128884826,4375.0,5,0,0,1,0
0,0.718961172,45.0,0,0.56472579,13000.0,19,0,3,0,2
0,0.054681804,40.0,0,1.433826469,2500.0,5,0,2,0,3
1,0.300300967,40.0,0,0.529486852,7833.0,9,0,2,0,2
0,0.044521707,40.0,0,0.90323205,5166.0,15,0,2,0,0
0,0.275564042,50.0,0,0.547647978,5760.0,13,0,1,0,0
0,0.073238535,59.0,0,0.23298054899999998,13983.0,10,0,1,0,1
0,0.006956358,52.0,0,0.0032786890000000004,2439.0,4,0,0,0,0
0,0.051579885,49.0,0,0.36509079299999997,12500.0,19,0,3,0,3
0,0.068616889,58.0,0,0.04608585900000002,1583.0,2,0,0,0,0
0,0.0,24.0,1,0.6162904810000001,1018.0,5,0,0,0,0
0,0.102069004,53.0,0,0.055758145999999995,8500.0,5,0,0,0,4
0,0.18527206,39.0,0,0.40838300299999997,5200.0,12,0,2,0,0
0,0.142188258,54.0,0,0.46152922799999996,8330.0,6,0,2,0,1
0,0.636114476,45.0,0,0.5207169460000001,8591.0,14,0,1,0,3
0,0.00347431,68.0,0,0.151773467,10205.0,10,0,1,0,0
0,0.030652772999999998,43.0,0,0.001968708,9650.0,2,0,0,0,0
0,0.537978663,52.0,0,0.524480215,10436.0,19,0,4,0,3
0,0.0,53.0,0,0.0,0.0,3,0,0,0,0
0,0.0,42.0,0,0.06648337900000001,4000.0,4,0,0,0,0
0,0.950603293,35.0,0,0.14410411,6300.0,6,0,0,0,0
0,0.04744439,67.0,0,0.100211218,8521.0,7,0,1,0,1
0,0.16786160100000005,65.0,0,0.444296325,5250.0,8,0,1,0,1
0,0.199626095,39.0,0,0.195967339,6000.0,8,0,1,0,0
0,0.017604988000000002,42.0,2,0.510064465,7600.0,12,0,1,0,2
0,0.021554358,38.0,0,0.343314501,5309.0,6,0,1,0,0
0,0.016610176,54.0,0,0.005207248,4800.0,4,0,0,2,0
0,0.939722897,68.0,2,0.098220171,4550.0,3,0,0,0,0
0,0.003147466,67.0,0,0.271922499,5986.0,12,0,3,0,0
